 599.569159         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.4753E-07 0.0000E+00      0      0.4753E-07
  602.719839         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.4884E-07 0.0000E+00      0      0.4884E-07
  605.887076         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5012E-07 0.0000E+00      0      0.5012E-07
  609.070956         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5140E-07 0.0000E+00      0      0.5140E-07
  612.271568         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5260E-07 0.0000E+00      0      0.5260E-07
  615.488998         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5368E-07 0.0000E+00      0      0.5368E-07
  618.723336         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5477E-07 0.0000E+00      0      0.5477E-07
  621.974670         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5582E-07 0.0000E+00      0      0.5582E-07
  625.243089         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5680E-07 0.0000E+00      0      0.5680E-07
  628.528684         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5779E-07 0.0000E+00      0      0.5779E-07
  631.831544         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5869E-07 0.0000E+00      0      0.5869E-07
  635.151760         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5932E-07 0.0000E+00      0      0.5932E-07
  638.489424         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.5996E-07 0.0000E+00      0      0.5996E-07
  641.844626         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6052E-07 0.0000E+00      0      0.6052E-07
  645.217461         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6084E-07 0.0000E+00      0      0.6084E-07
  648.608019         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6115E-07 0.0000E+00      0      0.6115E-07
  652.016394         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6184E-07 0.0000E+00      0      0.6184E-07
  655.442679         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6341E-07 0.0000E+00      0      0.6341E-07
  658.886970         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6499E-07 0.0000E+00      0      0.6499E-07
  662.349360         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6684E-07 0.0000E+00      0      0.6684E-07
  665.829945         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.6914E-07 0.0000E+00      0      0.6914E-07
  669.328819         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.7145E-07 0.0000E+00      0      0.7145E-07
  672.846080         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.7324E-07 0.0000E+00      0      0.7324E-07
  676.381824         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.7454E-07 0.0000E+00      0      0.7454E-07
  679.936148         0          0          0          0          0          0          0          0          0          0          0          0          0          0     0.7586E-07 0.0000E+00      0      0.7586E-07
